date,articles
2018-10-29,"['Tesla’s Future Is Not Yet Secured - The New York Times', ""Tesla's Elon Musk says his tweet that led to a $20 million fine was 'worth it' - CNBC"", ""Elon Musk: Tweet that cost $20 million was 'worth it' - The Washington Post"", 'Mercedes-Benz is open to working with Tesla again, says Daimler ... - Electrek', 'Tesla Autopilot Can Now Handle Freeway Interchanges - MotorTrend', 'Baillie Gifford Ready To Double Down On Tesla (TSLA) If Needed - CleanTechnica', 'Three graphs that show how Tesla Model 3 has changed US car market - The Driven', 'Mercedes-Benz Could Partner With Tesla Again, Says Daimler CEO In Wake Of Failed Electric Strategy - Forbes', 'Tesla’s next-gen Roadster stuns crowd at famed ArtCenter in Los Angeles - TESLARATI', 'Reuters: the OnePlus 6T is coming to the US with backing from T ... - GSMArena.com', 'Can The Lamborghini Urus Outsprint A Tesla Model X? - CarBuzz', 'A previous Lion Air flight crash landed into the sea in 2013, but with far less deadly results - Business Insider India']"
2018-10-30,"[""Elon Musk's Twitter Account Is Tesla's $40 Million Marketing Platform. 'Worth It' - Forbes"", ""Elon Musk says he deleted his Tesla titles 'to see what would happen' - CNBC"", 'Elon Musk: ‘I’m now the Nothing of Tesla’ - The Hill', 'Tesla Model S-APEX P100D widebody graces the 2018 SEMA Show - TESLARATI', 'Another Tesla with Autopilot crashed into a stationary object—the driver is suing - Ars Technica', ""Tidal power-plus-Tesla Powerpack provides 'baseload' power for the ... - Energy-Storage.news"", 'Icon’s Electric 1949 Mercury Coupe Has Tesla Batteries And Freight-Train Torque - CarScoops', 'Hot Wheels Re-issues Tesla Roadster to Commemorate Falcon ... - The Drive', ""VW claims it’s making electric cars 'like Tesla and cheaper by half' coming soon - Express"", ""The Auto Industry's Tesla OTA Envy - Eetasia.com"", ""The science experiments that sparked 'Frankenstein' – Harvard ... - Harvard Gazette"", 'Tesla Model Y Gets the Green Light, Reveal Expected In Spring 2019 - autoevolution', 'Global Fossil Fuel Consumption Subsidies Up Above $300 Billion In 2017, IEA Reports - CleanTechnica', 'The New Ford GT Carbon Series Has a Nifty Orange Stripe - Road & Track']"
2018-10-31,"['Elon Musk says Tesla Autopark update coming by 2019 - Business Insider', 'Tesla electric vehicles will park themselves in 2019, Elon Musk says - USA TODAY', 'Tesla Model X vs. Jaguar I-PACE — It’s All About Efficiency - CleanTechnica', 'Panasonic profit sinks as Tesla partnership hits speed bump - Nikkei Asia', 'Ocean Energy - Tesla Battery Storage Successfully Integrated with ... - Renewable Energy Magazine', 'This 1949 Mercury is an EV with Tesla batteries - Top Gear', 'Driver sues Tesla over autopilot feature, crash - The Mercury News', ""Here's Why the Glass Roof on the Tesla Model 3 Sometimes Looks ... - Jalopnik"", ""Tesla's Bonds May Be A Better Investment Than Its Stock - Forbes"", ""FDA approves USC's 7 Tesla MRI for clinical use - Health Imaging"", 'Tesla Semi tire inflation patent paves way for pickup truck, Model Y & X’s off-road abilities - TESLARATI', 'Three charts illustrate how Tesla has transformed the US auto market - RenewEconomy', 'Here are the good and bad numbers at Tesla, Ford, GM and Fiat Chrysler - MarketWatch', ""Tidal-plus-Tesla: The Scottish energy project providing 'baseload ... - Current News""]"
2018-11-01,"['Tesla owners will be able to remotely control their car through their ... - Electrek', 'Tesla will soon ‘follow you like a pet,’ Elon Musk says - MarketWatch', ""2018 Tesla Model S 100D Is the Longest-Range EV We've Ever ... - Car and Driver"", 'Tesla Model S P100D goes against the Volkswagen I.D. R - Top Gear Philippines', 'Unplugged Performance Wide-Body Kit for Tesla Model S Starts at $50,000 - MotorTrend', ""Experts wonder why Jaguar I-Pace's battery doesn't have more range - Quartz"", 'Tesla Traders Bet Stock Will Keep Soaring Higher - Investopedia', 'Tesla Autopilot Lawsuit May Affect Autonomous Driving Rules - CleanTechnica', 'Clark County driver feels lucky after rock hits car - The Columbian', 'ChargePoint Adds Digital Queuing As Frustration Builds At Tesla’s Superchargers - CleanTechnica', 'Tesla Software Version 9 has finally arrived for Australian drivers - Tech Guide', ""1949 Mercury EV coupe is the most surprising electric car you'll see this year - Express""]"
2018-11-02,"['Tesla staff worked 100-hour weeks to build Model 3: Elon Musk - Business Insider', 'Tesla and Panasonic expect profitability amid improving Model 3 production ramp - TESLARATI', 'Tesla expects to invest up to $6 billion over next two years in factories and equipment, ramps up production in China - CNBC', ""Here's Why The Glass Roof On The Tesla Model 3 Sometimes ... - Gizmodo Australia"", ""Nearly $190M of Tesla's Q3 Profit Was Earned by Selling Regulatory ... - The Drive"", 'Hands-on for winter: Installing official Tesla Model 3 all-weather floor ... - Electrek', 'Unplugged Performance’s Tesla Model S Widebody Kit Costs A Ludicrous $50,000 - CarScoops', 'Tesla increases price of Autopilot when bought after delivery as it ... - Electrek', 'Tesla launches Powerpack battery storage system at UK tidal station - Power Technology', '3 Heat Maps: Tesla Superchargers, Chevy Bolts, & Chevy Volts - CleanTechnica', 'Saltwater carbecue: Hundreds of cars, including brand-new ... - Autoweek', '""I\'m an electric vehicle nerd"": How a 35-year-old sales and ... - Toronto Life', ""More details about Samsung's foldable Galaxy F smartphone surface - GSMArena.com""]"
2018-11-03,"[""SpaceX's 'Starman' and Its Tesla Roadster Are Now Beyond Mars - Space.com"", 'Elon Musk confirms Tesla’s ‘partial presence’ in India: Here’s Tesla’s India plan - The Financial Express', 'Elon Musk All Fired Up About Tesla’s “Super-Futuristic Cyberpunk” Pickup Truck - CarScoops', ""SpaceX's Epic Road Trip Photos: Starman Rides a Tesla Roadster ... - Space.com"", 'Tesla High Tide, PHEV Low Tide In Europe — #CleanTechnica Electric Car Sales Report - CleanTechnica', 'Tesla owner evades tragedy after Model 3 gets hit by 37-pound boulder - TESLARATI']"
2018-11-04,"[""SpaceX's 'Starman' and Its Tesla Roadster Are Now Beyond Mars - Livescience.com"", 'Musk’s big ideas: The Tesla ute, electric semi, next gen Roadster – and VTOL jet! - The Driven', 'This week in Musk-land: Tesla pick-up truck, electric jets, the Space ... - TechSpot', '5 Years Of Incorrect Claims & Forecasts About Tesla From TSLA Bear Mark Spiegel - CleanTechnica', 'Tesla Model 3 Performance shocks Chevrolet Corvette in drag race - TESLARATI', 'People Reckon Design Of New Tesla Driverless Car Should Be ... - LADbible']"
2018-11-05,"[""Inside Tesla's factory, a medical clinic designed to ignore injured ... - Reveal from The Center for Investigative Reporting"", 'What Tesla Needs From Its New Chairman: Specialized Knowledge ... - Forbes', 'Tesla Tidbits: Elon Interviewed, ZEV Tales and Fleet Sales, FBI Investigation ‘Utterly False’ - Greentech Media News', 'Elon Musk says Tesla’s looking to establish a ‘partial presence’ in India by 2019 - The Indian Express', 'How Tesla Made a Record Profit - WSJ - The Wall Street Journal', 'SpaceX Starman in Tesla Roadster Has Passed Beyond the Orbit of ... - Popular Mechanics', ""Consumer Reports tests Tesla's Navigate on Autopilot - CNYcentral.com"", 'Tesla Model 3 Performance 2018 first drive - Autocar', 'Tesla patents new clamping system to help with panel gaps - Electrek', ""Tesla's Main Product Isn't Cars, It's Subsidies - RealMoney"", 'Supercomputer with bio-inspired neural network mimicking human brain ready for operation - TESLARATI', 'Tesla’s 3rd-largest shareholder discusses legacy auto’s ‘Kodak moment’ - TESLARATI', 'Tesla-Powered Porsche 911 RWB Promises The Best of Both Worlds - autoevolution', '10 Awesome Tesla Modifications & Customizations Fans Will ... - HotCars', ""'That’s not right': High school marching band spells out racial slur on field during halftime performance - Yahoo Finance""]"
2018-11-06,"[""Elon Musk: Tesla's work 'supersedes political parties, race, creed, religion' - CNBC"", 'Tesla Could Be In India By 2020 - Outlook India', ""Tesla Roadster and 'Starman' have passed Mars, SpaceX says - WTVY"", ""Elon Musk's Tesla Roadster has zipped past Mars with SpaceX's Starman - Times Now"", ""Tesla's on-site health clinic accused of undercounting worker injuries - The Verge"", ""Tesla's Navigate on Autopilot is like Waze on steroids - The Verge"", 'A More Rational Tesla Valuation And Sensitivity Analysis (NASDAQ ... - Seeking Alpha', 'Elon Musk Says Tesla Roadster Will Be Fastest, Best Sports Car in ... - The Drive', 'Ford To Go Bankrupt In The Next Recession, Tesla CEO Says - Forbes', ""Your Tesla Can Go Zero to 60 in 2.5 Seconds But Can't Get AM Radio - The Wall Street Journal"", 'The sleeper of sleepers: Icon builds 1949 Mercury Coupe powered ... - Motor Authority', ""Elon Musk's Twitter Account Targeted By Crypto Hackers - Outlook India"", 'Tesla Semi rival Daimler on electric trucks: ‘The best battery solution is going to win’ - TESLARATI', 'Albertsons Purchases 10 Tesla All-Electric Semi Trucks - And Now U Know', 'What To Buy: New Or Used Tesla Model X? - InsideEVs', 'Arc Vector EV Motorcycle Wants To Be The Tesla Of Two Wheels - SlashGear']"
2018-11-07,"[""Robyn Denholm replaces Elon Musk as Tesla's board chair - CNBC"", 'Tesla Could Have Full Self-Driving Cars On The Road By 2019, Elon Musk Says - Forbes', 'Booming Model 3 Sales Are Taking Tesla Mainstream - WIRED', 'Ares Design Will Be Making A Tesla Roadster Too – Model S, That Is - CarScoops', 'Tesla battery will power unusual community storage project in Western Australia - Ars Technica', 'Hands-on review: The Tesla Model X P100D - FutureFive New Zealand', 'Insane Tesla Short Story — Is A Short Squeeze Coming On “Tesla Time” After All? - CleanTechnica', 'Classic Porsche 911 Swaps Flat-Six For Tesla Electric Motor With 700HP - CarScoops', 'Tesla patent hints at 4-way split screen for apps and customized taskbar - TESLARATI', 'Tesla to Solve Body Panel Gap Issues With Innovative Clamping ... - The Drive', 'Bright or brazen, or both perhaps? - www.electrive.com', ""Salesforce billionaire Marc Benioff asks Elon Musk to dig tunnels in San Francisco: 'Sure, we can do it' - CNBC"", 'SpaceX Low Latency Starlink Satellite Network Will Be Massively ... - Next Big Future', 'All the lonely people: The connection between sleep, loneliness and ... - The Globe and Mail']"
2018-11-08,"['Tesla Taps Robyn Denholm To Replace Elon Musk As Board Chair - Forbes', ""Meet Tesla's New Chairman, Who Has to Oversee Elon Musk - The Wall Street Journal"", 'Volkswagen reportedly planning to sell electric Tesla rival for less than $23,000 - CNBC', 'VW plans to sell electric Tesla rival for less than... - Daily Mail', ""Electric Car From Volkswagen To Cost $21,000-$23,000: Reports - Investor's Business Daily"", 'Tesla Model 3 with Track Mode software upgrade faster than Ferrari 458 - Business Insider', 'New Tesla Chair Robyn Denholm May Not Hold Elon Musk ... - Bloomberg', 'Tesla Semi’s temporary ‘Megacharger’ system glimpsed in Madonna Inn sighting - TESLARATI', 'Five teens injured in Maroon Creek Road accident - Aspen Daily News', ""Drifting 'Starman': Tesla's Space Roadster Reported To Have ... - Evolving Science"", 'Track Mode Is Out to Turn a Tesla Model 3 Performance Into a Drift ... - Jalopnik', 'Exclusive: Tesla challenger Lucid expands into former Theranos ... - The Business Journals', 'Unplugged Performance presents $50,000 Tesla tuning package - www.electrive.com', 'Communication studies major lands internship of a lifetime - University of Nevada, Reno', 'Teenage Tesloop founder switches direction from ride sharing to ... - Web In Travel', ""Introducing 'Meanwhile,' an Illustrated Column That Underscores the ... - The New York Times""]"
2018-11-09,"['Ex-Tesla employee indicted, accused of embezzling $9.3 million - USA TODAY', 'Tesla got defrauded of almost $10 million in embezzlement scheme ... - Electrek', 'Former Tesla Employee Allegedly Embezzled Over $9 Million - Fortune', 'Tesla Model 3 owner gets about 10 miles of range with regen by ... - Electrek', 'With Just 5 Days to Go, Tesla Names New Chair to Replace Elon ... - Inc.', 'Volkswagen plans to sell electric vehicle at price lesser than a Tesla - India Today', 'Jaguar I-Pace Review: Is It Better Than a Tesla Model X? - Gear Patrol', 'AMD’s Radeon MI60 AI Resnet Benchmark Had NVIDIA Tesla V100 GPU Operating Without Tensor Enabled - Wccftech', 'Electric Porsche 911 Packs A 700-HP Tesla Motor - CarBuzz', 'The 1 Thing That Drives Elon Musk to Work 120 Hours a Week (It ... - Inc.', 'Umass Scientists Weave Rechargeable Electronics Into Clothes - Popular Mechanics']"
2018-11-10,"['Tesla’s ‘Bioweapon Defense Mode’ is proving invaluable to owners affected by CA wildfires - TESLARATI', 'How to Use the Tesla Navigate on Autopilot - autoevolution', 'Lamborghini Urus Drag Races Tesla Model X, New Mercedes-AMG ... - autoevolution', 'Tesla — “Apple Of Cars” — Entering Its Golden Age - CleanTechnica', 'Tesla Summit: Starman, Rangers, Flamethrowers, & Factory Tours - CleanTechnica', 'Tesla rival Nikola teases first zero-emission commercial truck for ... - Industry Leaders Magazine']"
2018-11-11,"['45% of Current Electric Car Drivers Plan to Buy a Tesla Next — #CleanTechnica Report - CleanTechnica', 'Tesla Model X humbles Lamborghini Urus and Mercedes-AMG G63 in ultimate 4-way SUV drag race - TESLARATI', ""Can Australia's Robyn Denholm tame Elon Musk? - Sydney Morning Herald""]"
2018-11-12,"[""A user's guide to Tesla's worker safety problems - Reveal - Reveal from The Center for Investigative Reporting"", 'Baillie Gifford Manager Talks About Elon Musk, Tesla, & Kodak Moments - CleanTechnica', ""Robyn Denholm appointed new chair of Tesla's board - Autocar India"", ""What It's Like to Take a 1,000-Mile Road Trip in a Tesla - Treehugger"", 'Tesla Model S and Model X Lose Free Supercharging - Price and ... - Car and Driver', ""Tesla Model 3 Disqualified From Track's Time Attack for 'Not Using ... - The Drive"", 'Indian Ex-Tesla Employee Charged In $9.3 Million Fraud - NDTV', 'Tesla’s Upcoming Inclusion In The S&P 500 Index - CleanTechnica', 'No surprises: Tesla Model X drag-races Lamborghini Urus, Range ... - Autoweek', ""New Tesla building is coming to Northern California, and it's giant - Electrek"", 'Tesla Owner Hacks The Tesla Wall Connector To Charge On Sunshine - CleanTechnica', 'Tesla Semi rival Nikola unveils third truck amid release of 11.5k deposit refunds - TESLARATI', 'SUV Showdown: Lamborghini Urus Races Tesla Model X, Range ... - The Drive', '125mph Arc Vector is the Tesla of motorbikes - Stuff']"
2018-11-13,"[""A look inside Tesla's Gigafactory: The key to the automakers' success - CNBC"", 'Tesla top lawyer leaves company - Business Insider', ""Elon Musk's 'Teslaquila' Faces Clash With Mexican Tequila Industry - Voice of America - VOA News"", ""Tesla brings back all recently removed options as 'off-the-menu items' - Electrek"", 'BP installs Tesla-made battery to store wind power in South Dakota - Chron', 'Tesla, GM and Nissan are all part of a new coalition aiming to extend the EV tax credit - TechCrunch', 'Tesla’s global Model 3 assault is coming to life with exhibitions in Europe and Asia - TESLARATI', ""Tesla launches new 'Enhanced Anti-theft' sensor as aftermarket ... - Electrek"", 'CSUN Alumnus Parag Vaish Brings a History of Innovation to Tesla - California State University, Northridge', 'Indian ex-Tesla employee charged for embezzling $9.3 million - National Herald', 'Tesla rival Nikola Motor unveils hydrogen-based cargo truck for ... - GreenBiz', ""Apple co-founder Steve Wozniak: 'I do not believe in auto driving cars' — it's not possible yet - CNBC"", 'Tesla Model 3 Owner Recharges Car by Having It Towed - Jalopnik', ""That Tesla Model 3 Performance's DQ at Global Time Attack Wasn't ... - Jalopnik"", 'If Superman Needed A Ride, He Might Have Chosen This Tesla Model S - CarScoops', ""Hot Stocks Among Short Sellers: Tilray Becoming 'The Tesla Of The Pharma Sector' - Tilray Brands (NASDAQ: - Benzinga""]"
